lat,long,weight
44.7807,-68.7351,1
38.6272,-90.1978,1
35.9806,-88.9415,1
34.9343,-88.5223,1
38.7422,-108.069,1
45.3057,-93.7942,1
29.8477,-94.8908,1
30.4755,-90.1009,1
47.4736,-94.88,2
35.0456,-85.3097,1
40.115,-111.6549,1
40.5141,-112.033,1
36.2139,-83.295,1
36.4037,-81.4929,1
37.7797,-81.1831,1
42.1296,-80.0852,1
45.7867,-108.5372,2
42.4108,-113.5808,1
34.0006,-81.0442,1
46.065,-118.3303,2
35.2742,-120.6631,2
38.2669,-104.6203,1
40.4842,-88.9937,1
39.1653,-86.5264,1
32.5599,-84.0963,1
47.2371,-121.179,1
44.0796,-69.4852,1
32.5178,-93.6914,1
35.8198,-88.9159,1
34.6582,-88.5667,1
42.2814,-83.7483,2
45.6797,-111.0378,2
36.0726,-79.792,1
32.9052,-80.6668,1
43.6137,-116.2376,4
26.3548,-81.7387,1
26.3686,-80.1,1
42.3578,-71.0617,3
44.3064,-96.7881,1
44.2743,-84.2352,1
35.2334,-82.7343,1
36.3134,-82.3535,1
39.2967,-80.2514,1
42.0547,-124.2889,1
44.8943,-71.4963,1
36.3957,-80.7226,1
38.9696,-77.3861,1
32.4489,-97.7906,1
35.0123,-85.7044,1
41.9011,-83.715,1
39.9611,-82.9989,7
39.2667,-81.5615,1
38.9892,-80.2242,1
40.8606,-79.8947,1
37.4138,-79.1422,1
38.8225,-78.5653,1
39.0438,-77.4874,3
38.9586,-77.357,2
40.2697,-76.8756,1
40.9868,-75.1946,1
41.0465,-73.9496,1
44.4667,-73.15,1
43.218,-123.356,1
42.2958,-71.7133,1
41.6267,-93.7122,1
40.6255,-103.2077,1
43.0797,-96.1753,1
32.35,-95.3,1
40.4264,-90.7926,1
41.9969,-91.8621,1
35.3415,-89.8973,1
41.45,-90.1533,1
30.6511,-97.6814,1
43.6724,-111.915,1
39.9689,-81.5411,1
45.2623,-122.6921,1
40.2303,-104.0733,1
34.5773,-83.3324,1
41.1456,-104.8019,2
31.1171,-97.7278,1
44.0163,-92.4753,2
43.8014,-91.2396,2
35.779,-87.467,1
46.7833,-92.1064,1
39.5994,-110.8107,1
41.2845,-84.3558,2
37.6826,-113.0744,2
31.2232,-85.3905,1
39.0383,-80.4675,1
46.5958,-112.027,5
36.9975,-79.8922,1
43.8205,-72.5213,1
43.7139,-98.0264,1
41.658,-90.5845,1
31.7607,-93.0863,1
44.0121,-92.4802,1
30.2874,-96.9808,1
37.2779,-82.099,1
34.7055,-81.2116,1
38.0293,-78.4767,1
37.5772,-106.1458,1
45.1758,-113.8959,1
46.8792,-102.7896,1
37.4303,-83.9936,1
42.5733,-112.8764,1
34.9381,-81.0261,1
33.2,-80.0,1
35.9417,-77.7972,2
46.2087,-119.1199,1
45.2103,-123.1975,1
45.5574,-94.1859,2
42.5803,-83.1431,1
35.0025,-78.3289,1
40.6368,-74.9099,1
37.971,-78.2197,1
36.9719,-122.0264,1
32.7253,-97.3206,1
38.8021,-90.627,1
28.8053,-97.0036,1
41.2633,-110.9647,1
44.5233,-109.0572,1
34.0099,-84.158,1
36.4073,-83.0054,1
36.5484,-82.5618,1
39.6295,-79.9559,2
46.5145,-114.0117,1
34.1855,-118.3146,1
40.3356,-75.9269,1
39.5545,-119.8062,3
39.95,-75.1667,1
41.457,-72.823,1
42.3267,-122.8744,1
41.7636,-72.6856,1
42.1852,-72.5636,1
41.3497,-72.0791,1
21.4458,-158.0142,1
47.6589,-117.425,4
37.323,-122.0322,1
39.9364,-120.9481,1
36.4981,-84.5127,2
37.8408,-82.4094,1
35.6017,-77.3725,2
40.5833,-122.3667,1
40.8019,-124.1636,1
48.0401,-122.4063,1
44.9033,-97.1206,1
47.9253,-97.0325,1
48.2325,-101.2963,2
47.9032,-91.8671,1
48.1564,-103.6281,1
48.5917,-93.4053,1
38.8904,-77.032,1
38.9047,-77.0164,3
42.4997,-85.4081,1
39.662,-75.5668,1
38.5051,-86.0169,1
39.74,-121.8356,1
44.0521,-123.0868,2
45.6722,-118.7875,1
35.6528,-97.4781,1
27.5244,-99.4906,2
48.76,-98.3681,1
41.965,-121.9189,1
36.5431,-114.4461,1
44.0582,-121.3153,1
45.3975,-122.2664,1
29.951,-90.0715,4
38.7514,-77.4764,1
45.5236,-122.675,8
35.0779,-87.4397,1
47.4214,-120.2881,1
42.5879,-72.5994,1
48.7502,-122.475,1
41.6828,-88.3515,1
35.7796,-78.6382,1
43.7022,-72.2896,1
40.6259,-75.3705,1
37.5483,-121.9886,6
40.2969,-111.6939,1
47.1219,-88.5689,2
35.0832,-80.8923,1
42.7284,-73.6918,1
36.8453,-86.8872,1
39.2339,-86.625,1
26.2034,-98.23,1
38.859,-82.8619,1
34.3529,-82.9321,1
32.3835,-82.9913,1
32.3971,-82.0601,1
33.9204,-80.3415,1
44.0077,-116.9165,1
46.7324,-117.0002,1
47.317,-119.5481,1
41.6072,-122.8419,1
40.7397,-93.7477,1
33.749,-84.388,1
37.0953,-113.5781,2
32.7287,-94.9424,1
44.3144,-94.4593,1
43.0278,-108.395,2
40.5853,-105.0844,1
36.8431,-83.3218,1
37.0849,-121.6102,1
46.4004,-117.0012,1
41.8239,-71.4128,1
42.4717,-83.2381,2
35.4516,-77.6811,1
28.6,-81.3392,1
26.6317,-81.8572,4
25.7617,-80.1918,4
43.1566,-77.6088,3
37.4418,-122.143,1
34.274,-88.4092,1
38.2547,-121.2989,1
34.0754,-84.2941,2
33.2076,-82.3918,1
42.1487,-74.6482,1
33.6402,-117.6028,1
33.8358,-118.3406,1
45.7067,-121.5217,2
35.9557,-80.0053,1
38.3838,-81.7658,1
30.711,-94.9329,1
38.6647,-87.0579,1
42.376,-122.9164,1
44.8432,-122.9529,1
44.8485,-123.234,1
33.4537,-88.79,1
35.9083,-81.53,1
35.8235,-78.8256,1
40.201,-77.2003,1
33.7632,-81.2448,1
37.3041,-121.8727,5
-14.2756,-170.702,1
40.8015,-75.6102,1
45.0812,-83.4454,1
45.1721,-122.4375,1
46.5567,-87.3978,1
35.5847,-80.8103,1
41.8436,-79.1726,1
37.3011,-81.6842,1
36.3939,-105.5767,1
39.3486,-97.4533,1
37.7597,-100.0183,1
39.8415,-96.504,1
33.6601,-101.2379,1
38.7131,-90.4298,1
33.3872,-104.5281,1
40.7833,-89.3667,1
36.7417,-88.6367,1
44.7394,-93.1258,1
30.1658,-95.4613,1
30.0542,-95.3869,1
36.7856,-108.687,1
40.0875,-108.8048,1
39.785,-85.7694,1
41.3275,-110.2929,1
34.8914,-85.1207,1
40.3641,-111.7385,1
40.6669,-111.888,1
30.8364,-83.9783,1
43.9748,-75.9108,1
44.6335,-121.1295,1
48.5126,-122.6127,1
44.5401,-123.3676,2
44.7535,-96.6799,1
47.4235,-120.3103,1
32.719,-102.6449,2
40.485,-106.8317,2
42.6191,-113.6772,1
34.8256,-87.2947,1
34.7698,-84.9702,1
41.4245,-91.0432,1
36.5297,-87.3594,2
42.0347,-93.62,1
42.9634,-85.6681,1
33.836,-79.0478,1
43.1763,-76.1142,1
46.623,-97.6015,1
41.2278,-111.9611,3
34.6502,-80.389,1
40.0395,-84.2033,1
37.4613,-122.1977,1
32.6401,-117.0842,1
44.3259,-93.9557,1
29.0405,-96.5136,1
47.3512,-96.8262,1
35.6331,-88.8208,1
39.6557,-102.6872,1
40.5152,-107.5465,1
45.4086,-91.7441,1
32.0005,-110.7009,1
47.1301,-119.2781,1
40.4897,-111.9388,2
33.6891,-78.8867,1
39.7555,-105.2211,1
42.2917,-85.5872,1
35.4715,-93.4666,1
38.96,-95.2533,1
40.3333,-98.4509,1
40.8136,-96.7026,1
35.5362,-100.9599,1
37.0299,-76.3452,1
41.6009,-87.607,1
32.439,-89.1084,1
34.1748,-86.8436,1
30.6942,-88.0431,1
37.6456,-84.7697,1
46.5099,-114.0932,1
41.3099,-122.3106,1
35.6866,-85.7801,1
33.9526,-84.5499,1
40.594,-74.6049,1
45.5229,-122.9898,1
34.1395,-117.9773,1
34.7298,-88.9506,1
34.8118,-88.19,1
44.3633,-98.2143,1
45.5648,-94.318,1
40.9526,-83.3824,1
39.9526,-75.1652,1
40.7128,-74.006,3
47.6101,-122.2015,1
41.2542,-76.9205,1
41.4659,-85.5875,1
48.2477,-116.3071,1
38.744,-79.4359,1
28.9828,-95.9694,1
37.328,-119.6493,1
35.2328,-106.663,2
38.07,-78.8944,1
43.0787,-72.1145,1
42.444,-76.5019,2
43.8873,-70.6775,1
61.1308,-146.3483,1
30.4383,-84.2807,1
40.4555,-109.5287,1
41.5908,-109.2225,1
42.7958,-95.6331,1
32.3643,-88.7037,1
41.1689,-82.2179,1
37.6614,-120.9944,1
48.2766,-116.5535,1
37.4946,-120.846,1
35.7079,-79.8136,1
38.6856,-85.7702,1
40.627,-79.6056,1
40.2986,-109.9942,1
38.2454,-78.1108,1
38.4134,-120.6591,1
43.0948,-71.7306,1
48.7519,-122.4787,1
60.1042,-149.4422,1
64.5011,-165.4064,2
33.5082,-89.9204,1
41.8248,-90.6476,1
33.6076,-88.6503,1
39.2192,-121.06,1
41.57,-91.2638,1
36.146,-81.1606,1
47.565,-122.627,1
43.1816,-95.6556,1
34.1443,-118.0019,1
47.2151,-123.1007,1
41.8781,-87.6298,1
29.4167,-98.5,2
33.5407,-89.267,1
32.7676,-88.6509,1
47.9533,-102.1349,1
33.45,-112.0667,1
47.8022,-103.2832,1
42.8672,-84.9101,1
38.4221,-77.4083,1
40.0187,-78.5039,1
31.5493,-97.1467,1
33.4718,-86.8008,1
34.6068,-87.0883,1
37.3059,-89.5181,1
44.6112,-69.3345,1
30.6061,-94.9473,1
31.9179,-94.681,1
42.4491,-90.8504,1
38.7775,-95.1875,1
33.1507,-96.8236,1
36.8298,-84.8491,1
37.4184,-95.6803,1
34.2805,-119.2945,1
33.02,-96.69,1
36.3556,-85.6589,1
44.9591,-89.6301,1
46.63,-95.0889,1
34.5023,-97.9578,1
45.677,-111.0429,1
40.1267,-82.9319,1
38.3686,-81.6999,1
45.8404,-119.2895,1
37.3322,-121.8896,1
42.4928,-92.3426,1
41.0814,-81.519,1
32.9373,-87.1647,1
41.5444,-96.1247,1
39.3373,-85.4836,1
39.0917,-104.8728,1
35.3273,-96.9253,1
30.8402,-89.5342,1
40.6782,-73.9442,1
28.5383,-81.3792,1
43.0086,-89.7385,1
47.979,-122.2021,1
26.6406,-81.8723,1
33.9843,-88.4881,1
31.2044,-81.9812,1
36.0652,-119.0168,1
44.1636,-93.9994,1
41.9476,-80.5542,1
34.4125,-103.2047,1
31.3382,-94.7291,1
39.4831,-88.3728,1
42.8303,-98.4662,1
39.3331,-82.9824,1
45.9174,-119.3425,1
40.7357,-74.1724,2
33.755,-84.39,1
40.5999,-112.4644,1
39.5349,-119.7527,1
47.474,-122.261,1
32.9446,-87.1386,1
41.2939,-82.2174,1
46.4049,-116.8049,1
34.0522,-118.2437,1
39.4406,-92.5452,1
34.6723,-86.0341,1
30.5017,-90.4723,1
33.4504,-88.8184,1
38.4653,-99.3101,1
35.5942,-105.2228,1
42.6875,-83.2341,1
42.8361,-94.7005,1
38.5031,-121.0847,1
32.5007,-94.7405,2
42.2142,-83.1499,1
37.3489,-108.5859,1
35.2271,-80.8431,1
30.7624,-88.2255,1
43.2984,-72.4823,1
38.6691,-120.936,1
37.7339,-88.3434,1
32.5232,-92.6379,1
37.6872,-97.3301,1
42.0334,-88.0834,1
39.3392,-94.2261,1
33.0096,-83.5338,1
36.7111,-107.9845,1
31.3271,-89.2903,1
40.7368,-74.1756,1
41.5447,-96.1351,1
47.2414,-122.4594,1
46.9005,-97.2112,1
42.737,-84.4839,1
43.2295,-83.1966,1
41.1084,-79.8989,1
40.9584,-75.9746,1
40.2645,-75.8041,1
43.546,-96.7313,1
28.3775,-81.5217,2
38.3708,-97.6642,1
38.382,-97.5375,1
38.8342,-88.7723,1
43.0516,-91.3893,1
47.6735,-116.7812,1
40.0627,-77.9637,1
33.057,-110.9107,1
32.2207,-98.2023,1
33.6132,-86.1183,1
41.417,-81.606,1
32.7767,-96.797,1
43.6614,-70.2558,1
40.9265,-76.7683,1
61.5809,-149.4411,1
32.2044,-82.3218,1
43.7255,-93.4519,1
30.547,-96.2715,1
35.991,-106.0818,2
28.927,-82.0038,1
34.8662,-92.1101,1
30.0972,-95.6161,1
29.9988,-95.1766,1
38.2527,-85.7585,1
42.6872,-103.8827,1
66.8983,-162.5967,1
31.5824,-86.2572,1
29.4238,-95.2441,1
35.5915,-92.4604,1
45.9669,-95.594,1
41.7434,-92.7232,1
30.1669,-96.3977,1
43.5503,-85.772,1
40.1798,-76.1788,1
37.3553,-108.554,1
34.5008,-82.0183,1
26.4814,-97.7831,1
42.9978,-84.1767,1
40.5187,-78.3947,1
36.8767,-89.5879,1
46.8562,-99.9165,1
27.7428,-97.4019,1
43.4675,-85.942,1
36.9122,-80.3183,1
46.1879,-123.8313,1
47.6687,-96.0092,1
40.8937,-83.6502,1
44.7048,-122.8493,1
40.1672,-105.1019,1
42.6073,-83.9294,1
42.3178,-90.2215,1
39.7817,-89.6501,1
38.8789,-86.0419,1
29.2108,-81.0228,1
41.6028,-87.7439,1
33.4331,-94.0206,1
40.7036,-89.4073,1
32.9483,-96.7299,1
32.1399,-95.3202,1
39.5361,-93.4402,1
30.0466,-94.8852,1
40.2247,-105.2714,1
41.8456,-87.7539,1
42.5649,-93.8428,1
33.8545,-84.2171,1
37.4793,-82.5188,1
27.0595,-80.1364,1
31.5394,-82.4624,1
41.737,-111.8338,1
33.6842,-117.7925,1
26.2164,-98.2364,1
34.7304,-86.5861,1
